g,t,width
0.5,30.405807648805727,19.912152269399712
0.5,30.51148115608508,19.912152269399712
0.5,30.61715466336443,20.107369448511463
0.5,30.722828170643783,20.107369448511463
0.5,30.87942036089354,20.302586627623228
0.5,31.036012551143298,20.302586627623228
0.5,31.192604741393055,20.302586627623228
0.5,31.349196931642812,20.497803806734993
0.5,31.50578912189257,20.497803806734993
0.5,31.662381312142326,20.693020985846758
0.5,31.818973502392083,20.693020985846758
0.5,31.97556569264184,20.888238164958523
0.5,32.1321578828916,20.888238164958523
0.5,32.28875007314135,21.083455344070273
0.5,32.445342263391105,21.083455344070273
0.5,32.60193445364086,21.27867252318204
0.5,32.72155064845421,21.27867252318204
0.5,32.841166843267565,21.27867252318204
0.5,32.96078303808092,21.473889702293803
0.5,33.08039923289427,21.473889702293803
0.5,33.21770267193311,21.473889702293803
0.5,33.32812160761136,21.66910688140557
0.5,33.438540543289605,21.66910688140557
0.5,33.54895947896785,21.66910688140557
0.5,33.6593784146461,21.864324060517333
0.5,33.769797350324346,21.864324060517333
0.5,33.88021628600259,21.864324060517333
0.5,33.99063522168084,22.059541239629084
0.5,34.10105415735909,22.059541239629084
0.5,34.211473093037334,22.059541239629084
0.5,34.32189202871558,22.25475841874085
0.5,34.43231096439383,22.25475841874085
0.5,34.542729900072075,22.25475841874085
0.5,34.65314883575032,22.449975597852614
0.5,34.7865110849775,22.449975597852614
0.5,34.89649818935266,22.449975597852614
0.5,34.91508683544921,22.64519277696438
0.5,34.933675481545755,22.64519277696438
0.5,34.9522641276423,22.64519277696438
0.5,34.98944141983539,22.64519277696438
0.5,35.02661871202847,22.64519277696438
0.5,35.06379600422156,22.64519277696438
0.5,35.14790414845253,22.64519277696438
0.5,35.23201229268351,22.64519277696438
0.5,35.31612043691448,22.840409956076144
0.5,35.42030742900055,22.840409956076144
0.5,35.52449442108662,22.840409956076144
0.5,35.62868141317269,23.035627135187895
0.5,35.73286840525876,23.035627135187895
0.5,35.88525054348137,23.035627135187895
0.5,36.037632681703975,23.23084431429966
0.5,36.19001481992658,23.23084431429966
0.5,36.34239695814919,23.426061493411424
0.5,36.49477909637179,23.426061493411424
0.5,36.6471612345944,23.621278672523175
0.5,36.799543372817006,23.621278672523175
0.5,36.95192551103961,23.81649585163494
0.5,37.10430764926222,23.81649585163494
0.5,37.256689787484824,24.011713030746705
0.5,37.40907192570743,24.011713030746705
0.5,37.561454063930036,24.011713030746705
0.5,37.71383620215264,24.20693020985847
0.5,37.86621834037525,24.20693020985847
0.5,38.018600478597854,24.402147388970235
0.5,38.17098261682046,24.402147388970235
0.5,38.323364755043066,24.597364568081986
0.5,38.47574689326567,24.597364568081986
0.5,38.62812903148828,24.79258174719375
0.5,38.780511169710884,24.79258174719375
0.5,38.93289330793349,24.987798926305516
0.5,39.085275446156096,24.987798926305516
0.5,39.2376575843787,24.987798926305516
0.5,39.39003972260131,25.18301610541728
0.5,39.542421860823914,25.18301610541728
0.5,39.69480399904652,25.378233284529045
0.5,39.84718613726913,25.378233284529045
0.5,39.99956827549173,25.573450463640796
0.5,40.11816903580644,25.573450463640796
0.5,40.236769796121145,25.573450463640796
0.5,40.35537055643585,25.76866764275256
0.5,40.47397131675056,25.76866764275256
0.5,40.61259138949046,25.963884821864326
0.5,40.751211462230366,25.963884821864326
0.5,40.86491696468642,25.963884821864326
0.5,40.97862246714248,26.15910200097609
0.5,41.092327969598536,26.15910200097609
0.5,41.20603347205459,26.15910200097609
0.5,41.33612071755798,26.354319180087856
0.5,41.46620796306137,26.354319180087856
0.5,41.56816103848256,26.354319180087856
0.5,41.67011411390374,26.549536359199607
0.5,41.77206718932493,26.549536359199607
0.5,41.874020264746115,26.549536359199607
0.5,41.988364045672,26.74475353831137
0.5,42.102707826597886,26.74475353831137
0.5,42.21705160752377,26.74475353831137
0.5,42.33139538844966,26.939970717423137
0.5,42.46236878090152,26.939970717423137
0.5,42.593342173353385,26.939970717423137
0.5,42.72431556580525,27.135187896534887
0.5,42.85528895825711,27.135187896534887
0.5,42.98626235070898,27.330405075646652
0.5,43.11723574316084,27.330405075646652
0.5,43.248209135612704,27.330405075646652
0.5,43.37918252806457,27.525622254758417
0.5,43.51015592051643,27.525622254758417
0.5,43.641129312968296,27.720839433870182
0.5,43.77210270542016,27.720839433870182
0.5,43.903076097872024,27.720839433870182
0.5,44.03404949032389,27.916056612981947
0.5,44.16502288277575,27.916056612981947
0.5,44.295996275227616,28.111273792093698
0.5,44.40308451845624,28.111273792093698
0.5,44.42024902377876,28.111273792093698
0.5,44.43741352910128,28.111273792093698
0.5,44.4545780344238,28.111273792093698
0.5,44.48890704506884,28.111273792093698
0.5,44.52323605571389,28.111273792093698
0.5,44.55756506635893,28.111273792093698
0.5,44.644736502111336,28.306490971205463
0.5,44.73190793786374,28.306490971205463
0.5,44.81907937361614,28.306490971205463
0.5,44.906250809368544,28.306490971205463
0.5,44.99342224512095,28.501708150317228
0.5,45.08059368087335,28.501708150317228
0.5,45.197084471983864,28.501708150317228
0.5,45.31357526309438,28.696925329428993
0.5,45.43006605420489,28.696925329428993
0.5,45.54655684531541,28.696925329428993
0.5,45.66304763642592,28.892142508540758
0.5,45.77953842753644,28.892142508540758
0.5,45.89602921864695,28.892142508540758
0.5,46.02756601451683,29.08735968765251
0.5,46.159102810386706,29.08735968765251
0.5,46.29063960625658,29.08735968765251
0.5,46.42217640212646,29.282576866764273
0.5,46.55371319799634,29.282576866764273
0.5,46.685249993866215,29.47779404587604
0.5,46.81678678973609,29.47779404587604
0.5,46.94832358560597,29.47779404587604
0.5,47.07986038147585,29.673011224987803
0.5,47.211397177345724,29.673011224987803
0.5,47.3429339732156,29.86822840409957
0.5,47.47447076908548,29.86822840409957
0.5,47.606007564955355,29.86822840409957
0.5,47.73754436082523,30.06344558321132
0.5,47.86908115669511,30.06344558321132
0.5,47.88894099023815,30.06344558321132
0.5,47.89248691410453,30.06344558321132
0.5,47.896032837970914,30.06344558321132
0.5,47.8995787618373,30.06344558321132
0.5,47.90667060957007,30.06344558321132
0.5,47.913762457302845,30.06344558321132
0.5,47.94214345821406,30.06344558321132
0.5,47.97052445912528,30.06344558321132
0.5,47.9989054600365,30.258662762323084
0.5,48.11192561298613,30.258662762323084
0.5,48.198170448536096,30.258662762323084
0.5,48.265207113803136,30.258662762323084
0.5,48.332243779070176,30.45387994143485
0.5,48.399280444337215,30.45387994143485
0.5,48.48355400078039,30.45387994143485
0.5,48.56782755722356,30.45387994143485
0.5,48.65210111366673,30.649097120546614
0.5,48.74841492086285,30.649097120546614
