g,time,width
0.01,772.991358314963,56.15234375
0.01,774.0292809691634,56.15234375
0.01,775.0672036233639,56.34765625
0.01,776.1051262775643,56.34765625
0.01,777.1430489317647,56.54296875
0.01,778.1809715859652,56.54296875
0.01,779.2188942401656,56.73828125
0.01,780.256816894366,56.73828125
0.01,781.2947395485664,56.93359375
0.01,782.3326622027669,56.93359375
0.01,783.3705848569673,57.12890625
0.01,784.4085075111677,57.12890625
0.01,785.4464301653682,57.32421875
0.01,786.4843528195686,57.32421875
0.01,787.522275473769,57.51953125
0.01,788.5601981279694,57.51953125
0.01,789.5981207821699,57.71484375
0.01,790.6360434363703,57.71484375
0.01,791.6739660905707,57.91015625
0.01,792.7118887447712,57.91015625
0.01,793.7498113989716,58.10546875
0.01,794.6142790162911,58.10546875
0.01,795.4787466336106,58.30078125
0.01,796.3432142509301,58.30078125
0.01,797.2076818682497,58.30078125
0.01,798.0721494855692,58.49609375
0.01,798.9366171028887,58.49609375
0.01,799.8010847202082,58.69140625
0.01,800.6655523375277,58.69140625
0.01,801.5300199548473,58.88671875
0.01,802.241494248348,58.88671875
0.01,802.9529685418487,58.88671875
0.01,803.6644428353494,59.08203125
0.01,804.3759171288501,59.08203125
0.01,805.174042089986,59.08203125
0.01,805.9721670511218,59.27734375
0.01,806.7702920122576,59.27734375
0.01,807.5684169733935,59.27734375
0.01,808.3665419345293,59.47265625
0.01,809.1646668956652,59.47265625
0.01,809.7974868961123,59.66796875
0.01,810.4303068965595,59.66796875
0.01,811.0631268970067,59.66796875
0.01,811.6959468974538,59.86328125
0.01,812.4892394700751,59.86328125
0.01,813.2825320426963,59.86328125
0.01,814.0758246153175,60.05859375
0.01,814.8691171879387,60.05859375
0.01,815.66240976056,60.05859375
0.01,815.7791887992906,60.25390625
0.01,815.8959678380213,60.25390625
0.01,816.012746876752,60.25390625
0.01,816.2291459548801,60.25390625
0.01,816.4455450330082,60.25390625
0.01,816.7533341824305,60.25390625
0.01,817.0611233318529,60.25390625
0.01,817.3689124812752,60.25390625
0.01,817.8530186451243,60.44921875
0.01,818.3371248089734,60.44921875
0.01,818.8212309728225,60.44921875
0.01,819.5007332483601,60.44921875
0.01,820.1802355238977,60.64453125
0.01,820.8597377994354,60.64453125
0.01,821.539240074973,60.64453125
0.01,822.2187423505106,60.83984375
0.01,822.8982446260483,60.83984375
0.01,823.5777469015859,60.83984375
0.01,824.2572491771235,61.03515625
0.01,824.9367514526612,61.03515625
0.01,825.6162537281988,61.03515625
0.01,826.2957560037364,61.23046875
0.01,826.975258279274,61.23046875
0.01,827.6547605548117,61.23046875
0.01,828.4328336073831,61.42578125
0.01,829.2109066599546,61.42578125
0.01,829.9889797125261,61.62109375
0.01,830.7670527650976,61.62109375
0.01,831.545125817669,61.62109375
0.01,832.3231988702405,61.81640625
0.01,833.101271922812,61.81640625
0.01,833.8793449753834,62.01171875
0.01,834.6574180279549,62.01171875
0.01,835.4354910805264,62.01171875
0.01,836.2135641330979,62.20703125
0.01,836.9916371856693,62.20703125
0.01,837.7697102382408,62.20703125
0.01,838.756383345717,62.40234375
0.01,839.7430564531933,62.40234375
0.01,840.7297295606695,62.59765625
0.01,841.7164026681457,62.59765625
0.01,842.703075775622,62.79296875
0.01,843.6897488830982,62.79296875
0.01,844.6764219905745,62.98828125
0.01,845.4421587002563,62.98828125
0.01,846.0623140269319,63.18359375
0.01,846.6824693536074,63.18359375
